,Locality,Year,FIPS Code,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate,X__2
775,Essex,2013,51057,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,11083
783,Essex,2013,51057,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,99,5.4,Eastern,99,5.4,Richmond,57,4.4,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,59,4.3,Virginia State,309,3.7,11083
798,Fairfax,2013,51059,ED,ED Opioid Overdose,0,0,Fairfax,0,0,Northern,0,0,Northern,0,0,Northern Virginia,0,0,Fairfax- Falls Church Community Services Board,0,0,VSP Division 7,0,0,Virginia State,0,0,1142004
800,Fairfax,2013,51059,OD Death,Fatal Prescription Opioid Overdose,32,2.8,Fairfax,32,2.7,Northern,76,3.2,Northern,103,3.7,Northern Virginia,82,3.2,Fairfax- Falls Church Community Services Board,32,2.7,VSP Division 7,76,3.2,Virginia State,459,5.5,1142004
802,Fairfax,2013,51059,ED,ED Heroin Overdose,0,0,Fairfax,0,0,Northern,0,0,Northern,0,0,Northern Virginia,0,0,Fairfax- Falls Church Community Services Board,0,0,VSP Division 7,0,0,Virginia State,0,0,1142004
810,Fairfax,2013,51059,OD Death,Fatal Fentanyl and/or Heroin Overdose,14,1.2,Fairfax,15,1.3,Northern,43,1.8,Northern,71,2.5,Northern Virginia,54,2.1,Fairfax- Falls Church Community Services Board,15,1.3,VSP Division 7,43,1.8,Virginia State,309,3.7,1142004
826,Fauquier,2013,51061,ED,ED Heroin Overdose,0,0,Rappahannock Rapidan,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock-Rapidan Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,68406
832,Fauquier,2013,51061,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,4.5,Rappahannock Rapidan,12,7,Northwest,64,5,Northern,71,2.5,Culpeper,44,6.7,Rappahannock-Rapidan Community Services Board,12,7,VSP Division 2,56,6.8,Virginia State,309,3.7,68406
838,Fauquier,2013,51061,ED,ED Opioid Overdose,0,0,Rappahannock Rapidan,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock-Rapidan Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,68406
839,Fauquier,2013,51061,OD Death,Fatal Prescription Opioid Overdose,8,11.9,Rappahannock Rapidan,26,15.2,Northwest,89,7,Northern,103,3.7,Culpeper,64,9.7,Rappahannock-Rapidan Community Services Board,26,15.2,VSP Division 2,70,8.5,Virginia State,459,5.5,68406
846,Floyd,2013,51063,ED,ED Opioid Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,New River Valley Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,15594
854,Floyd,2013,51063,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.4,New River,6,3.3,Southwest,46,3.4,Near Southwest,38,3.9,Roanoke Area,32,4.3,New River Valley Community Services,6,3.3,VSP Division 6,33,4.3,Virginia State,309,3.7,15594
858,Floyd,2013,51063,OD Death,Fatal Prescription Opioid Overdose,NA,6.4,New River,13,7.2,Southwest,125,9.3,Near Southwest,74,7.5,Roanoke Area,59,7.9,New River Valley Community Services,13,7.2,VSP Division 6,59,7.7,Virginia State,459,5.5,15594
864,Floyd,2013,51063,ED,ED Heroin Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,New River Valley Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,15594
869,Fluvanna,2013,51065,ED,ED Opioid Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Central Virginia,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,26109
872,Fluvanna,2013,51065,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Thomas Jefferson,NA,1.7,Northwest,64,5,Northwest,36,4.2,Central Virginia,13,1.7,Region Ten Community Services Board,NA,1.7,VSP Division 3,10,1.5,Virginia State,309,3.7,26109
892,Fluvanna,2013,51065,ED,ED Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Central Virginia,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,26109
895,Fluvanna,2013,51065,OD Death,Fatal Prescription Opioid Overdose,0,0,Thomas Jefferson,7,2.9,Northwest,89,7,Northwest,62,7.2,Central Virginia,35,4.6,Region Ten Community Services Board,7,2.9,VSP Division 3,32,4.9,Virginia State,459,5.5,26109
898,Frederick,2013,51069,ED,ED Heroin Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,83784
915,Frederick,2013,51069,OD Death,Fatal Fentanyl and/or Heroin Overdose,8,9.8,Lord Fairfax,18,7.9,Northwest,64,5,Northwest,36,4.2,Culpeper,44,6.7,Northwestern Community Services,18,7.9,VSP Division 2,56,6.8,Virginia State,309,3.7,83784
917,Frederick,2013,51069,OD Death,Fatal Prescription Opioid Overdose,14,17.2,Lord Fairfax,24,10.5,Northwest,89,7,Northwest,62,7.2,Culpeper,64,9.7,Northwestern Community Services,24,10.5,VSP Division 2,70,8.5,Virginia State,459,5.5,83784
918,Frederick,2013,51069,ED,ED Opioid Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,83784
930,Giles,2013,51071,ED,ED Opioid Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Southwest,0,0,New River Valley Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,16867
931,Giles,2013,51071,OD Death,Fatal Prescription Opioid Overdose,NA,17.7,New River,13,7.2,Southwest,125,9.3,Near Southwest,74,7.5,Southwest,59,12.7,New River Valley Community Services,13,7.2,VSP Division 4,59,13.2,Virginia State,459,5.5,16867
932,Giles,2013,51071,ED,ED Heroin Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Southwest,0,0,New River Valley Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,16867
938,Giles,2013,51071,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,11.8,New River,6,3.3,Southwest,46,3.4,Near Southwest,38,3.9,Southwest,11,2.4,New River Valley Community Services,6,3.3,VSP Division 4,10,2.2,Virginia State,309,3.7,16867
957,Gloucester,2013,51073,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,37035
963,Gloucester,2013,51073,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,37035
971,Gloucester,2013,51073,OD Death,Fatal Prescription Opioid Overdose,NA,2.7,Three Rivers,NA,2.1,Eastern,97,5.3,Eastern,97,5.3,Tidewater,97,5.4,Middle Peninsula-Northern Neck Community Services Board,NA,2.1,VSP Division 5,97,5.4,Virginia State,459,5.5,37035
972,Gloucester,2013,51073,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,99,5.4,Eastern,99,5.4,Tidewater,98,5.4,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 5,98,5.4,Virginia State,309,3.7,37035
982,Goochland,2013,51075,OD Death,Fatal Prescription Opioid Overdose,0,0,Chickahominy,9,6,Central,67,4.8,Central,67,4.8,Richmond,58,4.5,Goochland-Powhatan Community Services,NA,2,VSP Division 1,61,4.4,Virginia State,459,5.5,22148
986,Goochland,2013,51075,ED,ED Heroin Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Goochland-Powhatan Community Services,0,0,VSP Division 1,0,0,Virginia State,0,0,22148
991,Goochland,2013,51075,ED,ED Opioid Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Goochland-Powhatan Community Services,0,0,VSP Division 1,0,0,Virginia State,0,0,22148
1000,Goochland,2013,51075,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Chickahominy,6,4,Central,57,4.1,Central,57,4.1,Richmond,57,4.4,Goochland-Powhatan Community Services,0,0,VSP Division 1,59,4.3,Virginia State,309,3.7,22148
1011,Grayson,2013,51077,OD Death,Fatal Prescription Opioid Overdose,NA,13.2,Mount Rogers,9,4.7,Southwest,125,9.3,Far Southwest,51,13.9,Southwest,59,12.7,Mount Rogers Community Services Board,6,5,VSP Division 4,59,13.2,Virginia State,459,5.5,15708
1030,Grayson,2013,51077,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.6,Mount Rogers,6,3.1,Southwest,46,3.4,Far Southwest,8,2.2,Southwest,11,2.4,Mount Rogers Community Services Board,5,4.2,VSP Division 4,10,2.2,Virginia State,309,3.7,15708
1031,Grayson,2013,51077,ED,ED Heroin Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,15708
1035,Grayson,2013,51077,ED,ED Opioid Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,15708
1055,Greene,2013,51079,OD Death,Fatal Prescription Opioid Overdose,0,0,Thomas Jefferson,7,2.9,Northwest,89,7,Northwest,62,7.2,Culpeper,64,9.7,Region Ten Community Services Board,7,2.9,VSP Division 3,32,4.9,Virginia State,459,5.5,19213
1061,Greene,2013,51079,ED,ED Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,19213
1062,Greene,2013,51079,ED,ED Opioid Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,19213
1063,Greene,2013,51079,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Thomas Jefferson,NA,1.7,Northwest,64,5,Northwest,36,4.2,Culpeper,44,6.7,Region Ten Community Services Board,NA,1.7,VSP Division 3,10,1.5,Virginia State,309,3.7,19213
1072,Greensville,2013,51081,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,6,3.8,Central,67,4.8,Central,67,4.8,Richmond,58,4.5,District 19 Community Services Board,7,4,VSP Division 5,97,5.4,Virginia State,459,5.5,11606
1088,Greensville,2013,51081,ED,ED Opioid Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11606
1089,Greensville,2013,51081,ED,ED Heroin Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11606
1090,Greensville,2013,51081,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Crater,NA,1.9,Central,57,4.1,Central,57,4.1,Richmond,57,4.4,District 19 Community Services Board,5,2.9,VSP Division 5,98,5.4,Virginia State,309,3.7,11606
1108,Halifax,2013,51083,ED,ED Opioid Overdose,0,0,Southside,0,0,Central,0,0,Central,0,0,Central Virginia,0,0,Southside Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,35030
1113,Halifax,2013,51083,OD Death,Fatal Prescription Opioid Overdose,NA,2.8,Southside,NA,2.4,Central,67,4.8,Central,67,4.8,Central Virginia,35,4.6,Southside Community Services Board,NA,2.4,VSP Division 3,32,4.9,Virginia State,459,5.5,35030
1118,Halifax,2013,51083,ED,ED Heroin Overdose,0,0,Southside,0,0,Central,0,0,Central,0,0,Central Virginia,0,0,Southside Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,35030
1120,Halifax,2013,51083,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Southside,0,0,Central,57,4.1,Central,57,4.1,Central Virginia,13,1.7,Southside Community Services Board,0,0,VSP Division 3,10,1.5,Virginia State,309,3.7,35030
1134,Hanover,2013,51085,ED,ED Heroin Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Hanover County Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,103218
1136,Hanover,2013,51085,ED,ED Opioid Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Hanover County Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,103218
1137,Hanover,2013,51085,OD Death,Fatal Fentanyl and/or Heroin Overdose,6,5.9,Chickahominy,6,4,Central,57,4.1,Central,57,4.1,Richmond,57,4.4,Hanover County Community Services Board,6,5.9,VSP Division 1,59,4.3,Virginia State,309,3.7,103218
1145,Hanover,2013,51085,OD Death,Fatal Prescription Opioid Overdose,6,5.9,Chickahominy,9,6,Central,67,4.8,Central,67,4.8,Richmond,58,4.5,Hanover County Community Services Board,6,5.9,VSP Division 1,61,4.4,Virginia State,459,5.5,103218
1160,Henrico,2013,51087,ED,ED Heroin Overdose,0,0,Henrico,0,0,Central,0,0,Central,0,0,Richmond,0,0,Henrico Area Mental Health and Developmental Services,0,0,VSP Division 1,0,0,Virginia State,0,0,324073
1167,Henrico,2013,51087,ED,ED Opioid Overdose,0,0,Henrico,0,0,Central,0,0,Central,0,0,Richmond,0,0,Henrico Area Mental Health and Developmental Services,0,0,VSP Division 1,0,0,Virginia State,0,0,324073
1168,Henrico,2013,51087,OD Death,Fatal Fentanyl and/or Heroin Overdose,10,3.1,Henrico,10,3.1,Central,57,4.1,Central,57,4.1,Richmond,57,4.4,Henrico Area Mental Health and Developmental Services,10,2.9,VSP Division 1,59,4.3,Virginia State,309,3.7,324073
1176,Henrico,2013,51087,OD Death,Fatal Prescription Opioid Overdose,12,3.8,Henrico,12,3.8,Central,67,4.8,Central,67,4.8,Richmond,58,4.5,Henrico Area Mental Health and Developmental Services,15,4.3,VSP Division 1,61,4.4,Virginia State,459,5.5,324073
1191,Henry,2013,51089,OD Death,Fatal Prescription Opioid Overdose,8,15.2,West Piedmont,17,12.1,Southwest,125,9.3,Near Southwest,74,7.5,Roanoke Area,59,7.9,Piedmont Community Services,17,12.1,VSP Division 6,59,7.7,Virginia State,459,5.5,51956
1195,Henry,2013,51089,ED,ED Heroin Overdose,0,0,West Piedmont,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,Piedmont Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,51956
1199,Henry,2013,51089,ED,ED Opioid Overdose,0,0,West Piedmont,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,Piedmont Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,51956
1204,Henry,2013,51089,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.8,West Piedmont,7,5,Southwest,46,3.4,Near Southwest,38,3.9,Roanoke Area,32,4.3,Piedmont Community Services,7,5,VSP Division 6,33,4.3,Virginia State,309,3.7,51956
1218,Highland,2013,51091,ED,ED Heroin Overdose,0,0,Central Shenandoah,0,0,Northwest,0,0,Northwest,0,0,Roanoke Area,0,0,Valley Community Services Board,0,0,VSP Division 6,0,0,Virginia State,0,0,2213
1221,Highland,2013,51091,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,13,4.5,Northwest,89,7,Northwest,62,7.2,Roanoke Area,59,7.9,Valley Community Services Board,9,7.4,VSP Division 6,59,7.7,Virginia State,459,5.5,2213
1226,Highland,2013,51091,ED,ED Opioid Overdose,0,0,Central Shenandoah,0,0,Northwest,0,0,Northwest,0,0,Roanoke Area,0,0,Valley Community Services Board,0,0,VSP Division 6,0,0,Virginia State,0,0,2213
1228,Highland,2013,51091,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Shenandoah,5,1.7,Northwest,64,5,Northwest,36,4.2,Roanoke Area,32,4.3,Valley Community Services Board,NA,1.6,VSP Division 6,33,4.3,Virginia State,309,3.7,2213
1248,Isle of Wight,2013,51093,ED,ED Opioid Overdose,0,0,Western Tidewater,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Western Tidewater Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,36090
1257,Isle of Wight,2013,51093,ED,ED Heroin Overdose,0,0,Western Tidewater,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Western Tidewater Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,36090
1258,Isle of Wight,2013,51093,OD Death,Fatal Prescription Opioid Overdose,0,0,Western Tidewater,0,0,Eastern,97,5.3,Eastern,97,5.3,Tidewater,97,5.4,Western Tidewater Community Services Board,0,0,VSP Division 5,97,5.4,Virginia State,459,5.5,36090
1260,Isle of Wight,2013,51093,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,2.8,Western Tidewater,NA,2,Eastern,99,5.4,Eastern,99,5.4,Tidewater,98,5.4,Western Tidewater Community Services Board,NA,2,VSP Division 5,98,5.4,Virginia State,309,3.7,36090
1265,James City,2013,51095,ED,ED Heroin Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,73028
1272,James City,2013,51095,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Peninsula,14,4,Eastern,99,5.4,Eastern,99,5.4,Tidewater,98,5.4,Colonial Behavioral Health,7,4.3,VSP Division 5,98,5.4,Virginia State,309,3.7,73028
1278,James City,2013,51095,ED,ED Opioid Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,73028
1283,James City,2013,51095,OD Death,Fatal Prescription Opioid Overdose,NA,1.4,Peninsula,21,6.1,Eastern,97,5.3,Eastern,97,5.3,Tidewater,97,5.4,Colonial Behavioral Health,9,5.5,VSP Division 5,97,5.4,Virginia State,459,5.5,73028
1292,King and Queen,2013,51097,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,7052
1294,King and Queen,2013,51097,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,NA,2.1,Eastern,97,5.3,Eastern,97,5.3,Richmond,58,4.5,Middle Peninsula-Northern Neck Community Services Board,NA,2.1,VSP Division 1,61,4.4,Virginia State,459,5.5,7052
1310,King and Queen,2013,51097,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,14,Three Rivers,NA,0.7,Eastern,99,5.4,Eastern,99,5.4,Richmond,57,4.4,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,59,4.3,Virginia State,309,3.7,7052
1313,King and Queen,2013,51097,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,7052
1327,King George,2013,51099,OD Death,Fatal Prescription Opioid Overdose,NA,8,Rappahannock,19,5.5,Northwest,89,7,Northern,103,3.7,Culpeper,64,9.7,Rappahannock Area Community Services Board,19,5.5,VSP Division 1,61,4.4,Virginia State,459,5.5,25564
1331,King George,2013,51099,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,4,Rappahannock,25,7.2,Northwest,64,5,Northern,71,2.5,Culpeper,44,6.7,Rappahannock Area Community Services Board,25,7.2,VSP Division 1,59,4.3,Virginia State,309,3.7,25564
1336,King George,2013,51099,ED,ED Heroin Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,25564
1337,King George,2013,51099,ED,ED Opioid Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,25564
1354,King William,2013,51101,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,NA,2.1,Eastern,97,5.3,Eastern,97,5.3,Richmond,58,4.5,Middle Peninsula-Northern Neck Community Services Board,NA,2.1,VSP Division 1,61,4.4,Virginia State,459,5.5,16329
1357,King William,2013,51101,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,16329
1366,King William,2013,51101,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,16329
1367,King William,2013,51101,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,99,5.4,Eastern,99,5.4,Richmond,57,4.4,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,59,4.3,Virginia State,309,3.7,16329
1388,Lancaster,2013,51103,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,10848
1390,Lancaster,2013,51103,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,NA,2.1,Eastern,97,5.3,Eastern,97,5.3,Tidewater,97,5.4,Middle Peninsula-Northern Neck Community Services Board,NA,2.1,VSP Division 1,61,4.4,Virginia State,459,5.5,10848
1394,Lancaster,2013,51103,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,10848
1397,Lancaster,2013,51103,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,99,5.4,Eastern,99,5.4,Tidewater,98,5.4,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,59,4.3,Virginia State,309,3.7,10848
1408,Lee,2013,51105,OD Death,Fatal Prescription Opioid Overdose,7,27.8,Lenowisco,23,24.9,Southwest,125,9.3,Far Southwest,51,13.9,Southwest,59,12.7,Planning District One Behavioral Health Services,23,24.9,VSP Division 4,59,13.2,Virginia State,459,5.5,24428
1412,Lee,2013,51105,ED,ED Opioid Overdose,0,0,Lenowisco,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Planning District One Behavioral Health Services,0,0,VSP Division 4,0,0,Virginia State,0,0,24428
1415,Lee,2013,51105,ED,ED Heroin Overdose,0,0,Lenowisco,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Planning District One Behavioral Health Services,0,0,VSP Division 4,0,0,Virginia State,0,0,24428
1420,Lee,2013,51105,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Lenowisco,NA,1.1,Southwest,46,3.4,Far Southwest,8,2.2,Southwest,11,2.4,Planning District One Behavioral Health Services,NA,1.1,VSP Division 4,10,2.2,Virginia State,309,3.7,24428
1445,Loudoun,2013,51107,OD Death,Fatal Prescription Opioid Overdose,12,3.4,Loudoun,12,3.4,Northern,76,3.2,Northern,103,3.7,Northern Virginia,82,3.2,"Loudoun County MH, SA and Developmental Services",12,3.4,VSP Division 7,76,3.2,Virginia State,459,5.5,374558
